Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Mercedes-Benz 210 Diesel Manuelle 1980 à Agadir,"El Houda, Agadir",30 000 DH,1980 ou plus ancien,Manuelle,Diesel,140 000 - 149 999,Mercedes-Benz,210,5.0,Dédouanée,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toyota Corolla Sport Hybride Automatique 2021,"C.I.L, Casablanca",220 000 DH,2021,Automatique,Hybride,55 000 - 59 999,Toyota,Corolla,5.0,WW au Maroc,Oui,4 CV,Bon,True,True,False,True,True,False,True,True,True,False,True,False,True,False,False,True
FORD FOCUS,"Toute la ville, Sidi Bibi",80 000 DH,2008,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,5.0,WW au Maroc,Non,7 CV,Excellent,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True
jetta highline 2020,"Ain el Hayat, Skhirat",183 000 DH,2020,Automatique,Diesel,100 000 - 109 999,Volkswagen,Jetta,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True
Dacia Logan Diesel Manuelle 2014 à Casablanca,"Autre secteur, Casablanca",75 000 DH,2014,Manuelle,Diesel,160 000 - 169 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai Santa Fe Diesel Automatique 2018,"Toute la ville, Ain Harrouda",210 000 DH,2018,Automatique,Diesel,140 000 - 149 999,Hyundai,Santa Fe,5.0,,,9 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Clio Diesel Automatique 2017,"Autre secteur, Casablanca",115 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Renault,Clio,5.0,,,6 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Duster Diesel Automatique 2018 à Casablanca,"2 Mars, Casablanca",171 000 DH,2018,Automatique,Diesel,110 000 - 119 999,Dacia,Duster,5.0,WW au Maroc,Oui,7 CV,Excellent,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True
Mercedes-Benz 190 Diesel à Salé LKARYA,"Ouled Moussa, Salé",50 000 DH,2001,Manuelle,Diesel,0 - 4 999,Mercedes-Benz,190,5.0,Dédouanée,Non,9 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
رونو يكسبريس ديزل يدوي 1993 في عين عودة,"Toute la ville, Ain Aouda",35 000 DH,1993,Manuelle,Diesel,20 000 - 24 999,Renault,Express,3.0,WW au Maroc,Oui,7 CV,Excellent,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
Renault Clio Diesel Manuelle 2021 à Casablanca,"Ain Sebaa, Casablanca",128 000 DH,2021,Manuelle,Diesel,100 000 - 109 999,Renault,Clio,5.0,Importée neuve,Non,6 CV,Excellent,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True
رنو لاغونة,"Toute la ville, Zaouïat Cheikh",55 000 DH,2003,Manuelle,Diesel,250 000 - 299 999,Renault,Laguna,5.0,WW au Maroc,Non,7 CV,Bon,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True
polo polo a vendre,"Hivernage, Marrakech",1 180 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Polo,,,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Lodgy Diesel Manuelle 2022 à El Jadida,"Saada, El Jadida",135 000 DH,2022,Manuelle,Diesel,35 000 - 39 999,Dacia,Lodgy,,WW au Maroc,Oui,6 CV,Excellent,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Dokker Diesel Manuelle 2021 à Mediouna,"Toute la ville, Mediouna",130 200 DH,2021,Manuelle,Diesel,25 000 - 29 999,Dacia,Dokker,,,,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Suzuki Carry Essence Manuelle 1995 à Khénifra,"Toute la ville, Khénifra",42 000 DH,1995,Manuelle,Essence,30 000 - 34 999,Suzuki,Carry,5.0,Dédouanée,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Lodgy Diesel Manuelle 2021 à El Jadida,"Autre secteur, El Jadida",130 000 DH,2021,Manuelle,Diesel,35 000 - 39 999,Dacia,Lodgy,,WW au Maroc,Oui,6 CV,Excellent,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Logan,Tit Mellil,770 000 DH,2016,,Diesel,0 - 4 999,Dacia,Logan,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nissan Juke Diesel Manuelle 2013 Full options Casa,"Val Fleuri, Casablanca",128 000 DH,2013,Manuelle,Diesel,150 000 - 159 999,Nissan,Juke,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True
Renault Kangoo diesel double coulises,"Autre secteur, Skhirat",72 000 DH,2007,Manuelle,Diesel,300 000 - 349 999,Renault,Kangoo,,,Non,7 CV,Excellent,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
fiat fioreno tret bon etapt mdl 2017 klm 160000mil,"El Houda, Agadir",90 000 DH,2017,Manuelle,Diesel,160 000 - 169 999,Fiat,Fiorino,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True
Dacia Duster,"Hay Riad, Rabat",130 000 DH,2017,Manuelle,Diesel,110 000 - 119 999,Dacia,Duster,5.0,Dédouanée,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فياط باليو بنزين يدوي 2005 في ميدلت,"Toute la ville, Midelt",28 000 DH,2005,Manuelle,Essence,35 000 - 39 999,Fiat,Palio,5.0,WW au Maroc,Non,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dacia Sandero Streetway Diesel Manuelle 2017,"Hay Zaytoun, Agadir",120 000 DH,2017,Manuelle,Diesel,55 000 - 59 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True
Dacia Logan Diesel Manuelle 2019 à Marrakech,"Autre secteur, Marrakech",107 000 DH,2019,Manuelle,Diesel,130 000 - 139 999,Dacia,Logan,5.0,WW au Maroc,,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Mercedes-Benz Classe E Diesel Automatique 2017,"Route d'El Jadida, Casablanca",255 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True
Peugeot  bipper,"Ben M'sick, Casablanca",90 000 DH,2015,Manuelle,Diesel,170 000 - 179 999,Peugeot,Bipper,5.0,WW au Maroc,Non,6 CV,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Clio 5 Diesel,"Toute la ville, Berkane",139 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True
Citroen Nemo Diesel,"Centre Ville, Oujda",72 000 DH,2012,Manuelle,Diesel,190 000 - 199 999,Citroen,Nemo,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,True
Citroen C15 Diesel Manuelle 2003 à Casablanca,"Anfa, Casablanca",25 000 DH,2003,Manuelle,Diesel,180 000 - 189 999,Citroen,C15,3.0,WW au Maroc,Non,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FORD KUGA TITANIUM,"Ouled Oujih, Kénitra",130 000 DH,2013,Automatique,Diesel,250 000 - 299 999,Ford,Kuga,5.0,,Non,8 CV,Très bon,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Bmw serie 5 520d,"Hay Hassani, Casablanca",250 000 DH,2016,Automatique,Diesel,120 000 - 129 999,BMW,Série 5,5.0,WW au Maroc,Oui,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai Atos Essence Manuelle 2006 à Kénitra,"Bab Fès, Kénitra",45 000 DH,2006,Manuelle,Essence,10 000 - 14 999,Hyundai,Atos,,,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Caddy,"Autre secteur, Fès",95 000 DH,2007,Manuelle,Diesel,100 000 - 109 999,Volkswagen,Caddy,5.0,Dédouanée,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 3008 Diesel Manuelle 2018 à Rabat,"Agdal, Rabat",185 000 DH,2018,Manuelle,Diesel,75 000 - 79 999,Peugeot,3008,5.0,WW au Maroc,Non,8 CV,Bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Dacia sandero 2011,"Iberie, Tanger",68 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Dacia,Sandero,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alfa Romeo Giulietta Diesel Automatique 2021,"Toute la ville, Salé",210 000 DH,2021,Automatique,Diesel,55 000 - 59 999,Alfa Romeo,Giulietta,,WW au Maroc,Oui,6 CV,Excellent,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,True
"mégane2 3a2iliya, 9tissadia w n9iya","Toute la ville, Laâyoune",67 000 DH,2007,Manuelle,Diesel,170 000 - 179 999,Renault,Megane,5.0,,Non,6 CV,Très bon,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
Fiat uno esance,"Jirrari, Tanger",14 000 DH,1994,Manuelle,Essence,10 000 - 14 999,Fiat,Uno,5.0,,Non,6 CV,Excellent,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Skoda Octavia Diesel Automatique 2017 à Agadir,"El Houda, Agadir",210 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Skoda,Octavia,5.0,WW au Maroc,Non,8 CV,Excellent,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True
Seat Leon Diesel Manuelle 2017 à Casablanca,"Oulfa, Casablanca",172 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Seat,Leon,5.0,WW au Maroc,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فيط أونو,"Toute la ville, Chefchaouen",19 000 DH,2001,Manuelle,Essence,25 000 - 29 999,Fiat,Uno,5.0,WW au Maroc,Non,6 CV,Bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Citroen C5 exclusive,"Assaka, Agadir",60 000 DH,2010,Automatique,Essence,190 000 - 199 999,Citroen,C5,5.0,WW au Maroc,Non,11 CV,Très bon,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True
داسيا لوغان,"Massira 3, Marrakech",110 000 DH,2019,Manuelle,Diesel,120 000 - 129 999,Dacia,Logan,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True
Hyundai Santa Fe Diesel Manuelle 2009 à Safi,"El Matar, Safi",59 000 DH,2009,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Land Rover Range Rover Sport Diesel Automatique,"Anfa, Casablanca",350 000 DH,2015,Automatique,Diesel,100 000 - 109 999,Land Rover,Range Rover Sport,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Renault 19,"Andalous, Oujda",45 000 DH,1993,Manuelle,Diesel,400 000 - 449 999,Renault,19,5.0,,,7 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
رونو كليو 2  عامرة كليمة جولنط ألمنيوم صباغة دار,"Hay Hassani, Casablanca",54 000 DH,2005,Manuelle,Diesel,190 000 - 199 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فياط باليو,"Tabriquet, Salé",29 000 DH,2000,Manuelle,Essence,0 - 4 999,Fiat,Palio,5.0,WW au Maroc,Non,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Hyundai ix35 très bon état,"Hay Salam, Salé",128 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Hyundai,ix35,5.0,WW au Maroc,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passat automatique,"Sidi Bernoussi, Casablanca",97 000 DH,2009,Automatique,Diesel,250 000 - 299 999,Volkswagen,Passat,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True
سيارة للبيع,"Hanaa 1, Tanger",73 000 DH,2008,Manuelle,Diesel,20 000 - 24 999,Kia,Sportage,5.0,WW au Maroc,Non,8 CV,Bon,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True
Volkswagen Arteon Diesel Automatique 2020,"Ain Sebaa, Casablanca",230 000 DH,2020,Automatique,Diesel,90 000 - 94 999,Volkswagen,Arteon,,WW au Maroc,Oui,8 CV,,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True
رنو لاغونة,"Toute la ville, Zaouïat Cheikh",55 000 DH,2003,Manuelle,Diesel,250 000 - 299 999,Renault,Laguna,5.0,WW au Maroc,Non,7 CV,Bon,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True
Fiat Fiorino,"Andalous, Oujda",95 000 DH,2017,Manuelle,Diesel,130 000 - 139 999,Fiat,Fiorino,3.0,WW au Maroc,,5 CV,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat Siena Diesel Manuelle 2002 à Essaouira,"Toute la ville, Essaouira",35 000 DH,2002,Manuelle,Diesel,450 000 - 499 999,Fiat,Siena,5.0,,,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot Partner Diesel Manuelle 2012 à Nador,"Autre secteur, Nador",67 000 DH,2012,Manuelle,Diesel,120 000 - 129 999,Peugeot,Partner,,Importée neuve,,7 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Logan,"Bab Fès, Kénitra",90 000 DH,2019,Manuelle,Diesel,110 000 - 119 999,Dacia,Logan,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True
Mercedes-Benz 220 Diesel Manuelle 1998 à Nador,"Autre secteur, Nador",80 000 DH,1998,Manuelle,Diesel,200 000 - 249 999,Mercedes-Benz,220,,Dédouanée,,9 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Dokker,"Assam, Kénitra",126 000 DH,2021,Manuelle,Diesel,160 000 - 169 999,Dacia,Dokker,5.0,WW au Maroc,Non,7 CV,Excellent,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True
رونو كليو,"Agdal, Oujda",115 000 DH,2019,Automatique,Diesel,200 000 - 249 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Bon,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True
Dacia logan mazot 2018,"Bouargane, Agadir",87 000 DH,2018,Manuelle,Diesel,150 000 - 159 999,Dacia,Logan,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai i20 model 2014,"Toute la ville, Dakhla",67 000 DH,2014,Manuelle,Essence,190 000 - 199 999,Hyundai,i20,5.0,WW au Maroc,Non,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot partner tepee 2017,"Toute la ville, Sidi Slimane",122 000 DH,2017,Manuelle,Diesel,15 000 - 19 999,Peugeot,Partner,5.0,,,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz Classe B Essence Manuelle 2007,"Hermitage, Casablanca",65 000 DH,2007,Manuelle,Essence,80 000 - 84 999,Mercedes-Benz,Classe B,5.0,WW au Maroc,Oui,7 CV,Correct,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
Ford Fiesta essence,"Toute la ville, Imouzzer-Kendar",45 000 DH,2006,Manuelle,Essence,180 000 - 189 999,Ford,Fiesta,5.0,WW au Maroc,Non,7 CV,Très bon,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Alfa,"Hamria, Meknès",62 000 DH,2009,Manuelle,Diesel,200 000 - 249 999,Alfa Romeo,147,5.0,Dédouanée,Oui,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mitsubishi L200,"Autre secteur, Rabat",70 000 DH,2004,Manuelle,Diesel,0 - 4 999,Mitsubishi,L200,,,,10 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 206,"Toute la ville, Khemisset",55 000 DH,2001,Manuelle,Diesel,15 000 - 19 999,Peugeot,206,5.0,,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes Benz 250c,"Hay Nahda, Rabat",70 000 DH,2001,Manuelle,Diesel,400 000 - 449 999,Mercedes-Benz,250,5.0,Dédouanée,Non,8 CV,Très bon,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True
رونو اسباس 1995,"Toute la ville, Mediouna",35 000 DH,1995,Manuelle,Diesel,400 000 - 449 999,Renault,Espace,5.0,,,8 CV,Bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
dacia,"Autre secteur, Temara",74 000 DH,2012,Manuelle,Diesel,160 000 - 169 999,Dacia,Logan,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
IBIZA COPA 4,"Hay Mohammadi, Agadir",102 000 DH,2015,Manuelle,Diesel,160 000 - 169 999,Seat,Ibiza,5.0,,,6 CV,Excellent,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True
رونو 19 للبيع,"Ben Souda, Fès",35 000 DH,1991,Manuelle,Diesel,35 000 - 39 999,Renault,19,5.0,Dédouanée,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
voiture c4,"Derb Rbat, Mohammedia",85 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Citroen,C4,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True
Fiat Palio,"Toute la ville, Sidi Bouknadel",35 000 DH,2003,Manuelle,Diesel,20 000 - 24 999,Fiat,Palio,5.0,Dédouanée,Oui,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
clio 5 2021,"Toute la ville, Taza",180 000 DH,2021,Manuelle,Diesel,10 000 - 14 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True
Tayota Aygo,"Centre, Kénitra",63 000 DH,2013,Manuelle,Essence,65 000 - 69 999,Toyota,Aygo,3.0,WW au Maroc,Oui,6 CV,Très bon,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True
peugeot,"Hay El Farah, Casablanca",19 000 DH,1988,Manuelle,Essence,400 000 - 449 999,Peugeot,309,5.0,,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
polo,"Narjis, Fès",58 000 DH,2005,Manuelle,Essence,180 000 - 189 999,Volkswagen,Polo,5.0,Dédouanée,Non,6 CV,Très bon,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Megane 4,"Sidi Bernoussi, Casablanca",145 000 DH,2018,Manuelle,Diesel,130 000 - 139 999,Renault,Megane,5.0,WW au Maroc,Oui,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz 250 Diesel Manuelle 1998 à Rabat,"Hay Nahda, Rabat",68 000 DH,1998,Manuelle,Diesel,400 000 - 449 999,Mercedes-Benz,250,5.0,Dédouanée,Non,8 CV,Très bon,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True
peugeot,"Bir Rami Industriel, Kénitra",30 000 DH,1994,Manuelle,Diesel,0 - 4 999,Peugeot,306,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Jetta,"Massira 1, Temara",152 000 DH,2017,Automatique,Diesel,190 000 - 199 999,Volkswagen,Jetta,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat,"Toute la ville, Sidi Bennour",85 000 DH,2018,Manuelle,Essence,30 000 - 34 999,Fiat,Doblo,5.0,WW au Maroc,Non,5 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Audi Q5 2018/2024,"Guéliz, Marrakech",440 000 DH,2018,Automatique,Diesel,100 000 - 109 999,Audi,Q5,5.0,Dédouanée,Oui,Plus de 41 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroen C4 Picasso Diesel Manuelle 2011 à Rabat,"Yacoub El Mansour, Rabat",108 000 DH,2011,Manuelle,Diesel,80 000 - 84 999,Citroen,C4,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 206,"Toute la ville, Khemisset",55 000 DH,2001,Manuelle,Diesel,15 000 - 19 999,Peugeot,206,5.0,,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dacia dokker,"Sidi Bernoussi, Casablanca",120 000 DH,2021,Manuelle,Diesel,140 000 - 149 999,Dacia,Dokker,,,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 306,"Al Mallalienne, Tétouan",27 000 DH,1996,Manuelle,Diesel,5 000 - 9 999,Peugeot,306,5.0,WW au Maroc,Non,8 CV,Correct,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
Volkswagen T-Roc,"Allal El Fassi, Marrakech",360 000 DH,2021,Automatique,Diesel,30 000 - 34 999,Volkswagen,T-Roc,5.0,Dédouanée,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
clio essence,"Administratif, Tanger",82 000 DH,2012,Manuelle,Essence,150 000 - 159 999,Renault,Clio,,,,4 CV,Excellent,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
Volkswagen Touareg Diesel Automatique 2022,"Anfa, Casablanca",460 000 DH,2022,Automatique,Diesel,45 000 - 49 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Mercedes,"Moujahidine, Tanger",110 000 DH,2008,Automatique,Essence,20 000 - 24 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,10 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault R4 Essence Manuelle 1980 à Agadir,"Al Wifaq, Agadir",29 000 DH,1980 ou plus ancien,Manuelle,Essence,350 000 - 399 999,Renault,R4,5.0,WW au Maroc,Non,23 CV,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot208 model 2021 km 90,"Toute la ville, Salé",148 000 DH,2021,Manuelle,Diesel,90 000 - 94 999,Peugeot,208,5.0,WW au Maroc,Non,6 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiguan 2 R-Line,"Hay Saada, Fès",200 000 DH,2017,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Tiguan,5.0,Pas encore dédouanée,,8 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
Peugeot 206 Essence Manuelle 2006 à Martil,"Toute la ville, Martil",45 000 DH,2006,Manuelle,Essence,300 000 - 349 999,Peugeot,206,5.0,WW au Maroc,Non,6 CV,Bon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Passat très bonne état model 2008 www ou maroc,"Ain Sebaa, Casablanca",100 000 DH,2008,Manuelle,Diesel,20 000 - 24 999,Volkswagen,Passat,5.0,WW au Maroc,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Skoda Octavia Diesel Manuelle 2001 à Agadir,"Cité Adrar, Agadir",55 000 DH,2001,Manuelle,Diesel,250 000 - 299 999,Skoda,Octavia,5.0,Importée neuve,,8 CV,Bon,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True
Ford Fiesta Diesel Manuelle 2018 à Meknès,"Sbata, Meknès",108 000 DH,2018,Manuelle,Diesel,130 000 - 139 999,Ford,Fiesta,,,Oui,6 CV,Très bon,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True
peugeot 307,"Toute la ville, Guelmim",63 000 DH,2008,Manuelle,Diesel,350 000 - 399 999,Peugeot,307,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True
Ford Focus Diesel Manuelle 2010 à Agadir,"Hay Dakhla, Agadir",90 000 DH,2010,Manuelle,Diesel,130 000 - 139 999,Ford,Focus,5.0,WW au Maroc,Oui,7 CV,Très bon,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Citroen C4 Picasso Diesel Manuelle 2009,"Toute la ville, Chefchaouen",77 000 DH,2009,Manuelle,Diesel,20 000 - 24 999,Citroen,C4,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford Bedford Diesel Manuelle 2014 à Fès,"Autre secteur, Fès",140 000 DH,2014,Manuelle,Diesel,0 - 4 999,Ford,Bedford,,,Non,4 CV,Excellent,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Hyundai,"Alouane, Settat",75 000 DH,2009,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9 CV,Très bon,True,True,True,False,True,False,True,False,False,False,False,True,True,False,True,True
Mercedes-Benz Classe GLE Hybride Automatique 2020,"Hay Riad, Rabat",595 000 DH,2020,Automatique,Hybride,120 000 - 129 999,Mercedes-Benz,Classe GLE,5.0,Pas encore dédouanée,Oui,Plus de 41 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
dacia,"Toute la ville, Biougra",125 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Dacia,Duster,5.0,WW au Maroc,Non,7 CV,Excellent,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False
Renault Talisman Diesel Automatique 2019 à Tanger,"Administratif, Tanger",212 000 DH,2019,Automatique,Diesel,170 000 - 179 999,Renault,Talisman,5.0,WW au Maroc,Non,6 CV,Bon,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
hyundai santafee toute option,"Sidi Maarouf, Casablanca",140 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,11 CV,Très bon,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True
